headline 	 snippet 	 date	name
Arturo Vega, Shepherd for the Ramones, Dies at 65	Mr. Vega was often called the fifth Ramone for serving as the punk band’s spokesman and logo designer.	2013-06-12T00:00:00Z	Arturo Vega
Zao Wou-Ki, 92; Seen as Modern Art Master	Zao Wou-ki, a Chinese &#xE9;migr&#xE9; who merged Eastern and Western aesthetic traditions in his abstract paintings &#x2014; helping to shape avant-garde art in postwar Europe and attracting a newly wealthy Asian following that made him one of the m	2013-04-22T00:00:00Z	Zao Wou-Ki
Paul Rogers, Shakespearean Actor and Tony Winner, Dies at 96	Mr. Rogers came to fame as a versatile Shakespearean in his native England and, in 1956, played four demanding roles in a three-month run of Shakespeare on Broadway.	2013-10-15T00:00:00Z	Paul Rogers
J. David Kuo, Who Split From Bush Faith Effort, Dies at 44	Mr. Kuo was instrumental in implementing President George W. Bush’s promise to link religious groups with the delivery of social services but later became a critic.	2013-04-07T00:00:00Z	J. David Kuo
Deacon Jones Dies at 74; Made Quarterback Sack Brutal and Enthralling	Mr. Jones, who was inducted into the Pro Football Hall of Fame in 1980 after a 14-year career, used his size and strength to glamorize defensive play and master the sack, mostly for the Los Angeles Rams.	2013-06-05T00:00:00Z	Deacon Jones Dies at 74; Made Quarterback Sack Brutal and Enthralling
Jerry Wolman, Eagles and Flyers Owner, Dies at 86	Mr. Wolman, a real estate developer, fulfilled his childhood dream of owning the N.F.L.’s Philadelphia Eagles in 1963, at age 36, and also was a co-founder of the N.H.L.’s Philadelphia Flyers in the 1960s.	2013-08-08T00:00:00Z	Jerry Wolman
Viktor Kulikov Dies at 91; Led Warsaw Pact Forces	Marshal Kulikov resisted efforts to slow the arms race and pressed Poland to squash the Solidarity protest movement.	2013-06-04T00:00:00Z	Viktor Kulikov Dies at 91; Led Warsaw Pact Forces
On Detectives’ Play List, the Ballad of the Oblivious Victim	A New York police detective describes another case of the “incredibly uncooperative”: shooting victims whose assaults have to be investigated despite themselves.	2013-08-24T00:00:00Z	On Detectives’ Play List
Chet Flippo, Journalist Who Championed Country Music, Dies at 69	Mr. Flippo, a dean of pop music journalism who wrote for Rolling Stone, insisted on profiling musicians like Willie Nelson and Dolly Parton during an era of rock celebrity mania.	2013-06-24T00:00:00Z	Chet Flippo
Bob Turley, Yankee With a Blazing Fastball, Dies at 82	Bob Turley, a Cy Young-winning, right-handed pitcher whose blazing fastball bore in on baffled hitters like a dissolving aspirin and lifted the  Yankees  to a come-from-behind victory over the Milwaukee Braves in the 1958 World Series, died in Atlant	2013-04-01T00:00:00Z	Bob Turley
Frederick Fox, Milliner to Royals, Dies at 82	Beginning in 1970, Mr. Fox designed more than 350 hats for Queen Elizabeth. His trademark skill, admirers said, was to mix whimsy and propriety.	2013-12-27T00:00:00Z	Frederick Fox
John Billingham, Seeker of Extraterrestrials, Dies at 83	As a NASA official in the 1970s, Dr. Billingham helped persuade the federal government to use radio telescopes to scour the universe for evidence of extraterrestrial intelligence.	2013-08-11T00:00:00Z	John Billingham
Jim Buck, Who Made Walking Dogs a Job, Dies at 81	Mr. Buck, a thin man who commanded the leashes of a half-dozen charges at a time, is considered the person who professionalized dog walking in New York City.	2013-07-13T00:00:00Z	Jim Buck
Martin Bernal, ‘Black Athena’ Scholar, Dies at 76	Mr. Bernal’s work ignited a debate by arguing that the African and Semitic lineage of Western civilization had been scrubbed from the record of ancient Greece by 18th- and 19th-century historians.	2013-06-23T00:00:00Z	Martin Bernal
Anthony Lewis, Supreme Court Reporter Who Brought Law to Life, Dies at 85	Mr. Lewis, a former reporter and columnist for The Times, won two Pulitzer Prizes and altered legal journalism with his authoritative and accessible prose.	2013-03-26T00:00:00Z	Anthony Lewis
Andy Pafko, Who Watched Thomson’s Shot, Dies at 92	Pafko, whose career spanned 17 seasons, was playing left field for Brooklyn in the Polo Grounds in 1951 when Bobby Thomson&#8217;s ninth-inning home run lifted the New York Giants to the National League pennant.	2013-10-10T00:00:00Z	Andy Pafko
Jim Nayder, Specialist in ‘Annoying Music,’ Dies at 59	Mr. Nayder’s epiphany that people were attracted to “train-wreck” music led him to become the Chicago-based founder and host of “The Annoying Music Show” on NPR.	2013-07-05T00:00:00Z	Jim Nayder
Pakistani Sports-Star-Turned-Candidate Is Injured in Fall	Imran Khan, a former cricket captain who is a rising force in Pakistani politics, suffered head and back injuries at an election rally.	2013-05-08T00:00:00Z	Pakistani Sports-Star-Turned-Candidate Is Injured in Fall
Alfredo Guevara Valdés, 87, Steward of Cuban Cinema and Castro Ally, Dies	Mr. Guevara was a Marxist intellectual and ally of Fidel Castro’s who presided over Cuba’s powerful state-financed film industry for much of the Castro era.	2013-04-23T00:00:00Z	Alfredo Guevara Valdés
Conrad Susa, 78, Composer and Teacher, Dies	Mr. Susa, the writer of five operas, showed wide range even while hewing to the classical.	2013-11-30T00:00:00Z	Conrad Susa
Milorad Miskovitch, 85, Luminary in French Ballet, Is Dead	Mr. Miskovitch became one of French ballet’s leading male stars in the 1940s and ’50s.	2013-06-27T00:00:00Z	Milorad Miskovitch
Reg Presley, Lead Singer of Troggs, Dies at 71	Mr. Presley’s growl made the song “Wild Thing” a classic hit.	2013-02-06T00:00:00Z	Reg Presley
George Gruntz, Musician and Bandleader, Dies at 80	Mr. Gruntz wrote and arranged music specifically for the individual members of his band and gave them generous solo time, with music that reflected much of jazz history, from Ellington and Basie through Gil Evans and beyond.	2013-01-28T00:00:00Z	George Gruntz
Juan David Ochoa Vásquez, Co-Founder of Medellín Cartel, Dies at 65	The cocaine trafficker, who started the brutal organization with his brothers and Pablo Escobar, served about five years in prison and then returned to raising horses.	2013-08-01T00:00:00Z	Juan David Ochoa Vásquez
Gilmar, Pelé’s Last Line of Defense, Dies at 83	Gilmar dos Santos Neves, with his teammate Pelé, helped lead Brazil to World Cup titles in 1958 and 1962.	2013-09-02T00:00:00Z	Gilmar
Albert Murray, Scholar Who Saw a Multicolored American Culture, Dies at 97	Mr. Murray, whose prose style was influenced by jazz and the blues, wrote about black culture as inextricable from American culture.	2013-08-20T00:00:00Z	Albert Murray
Dying in the Line of Duty on a Sept. 11 Decades Ago 	On Sept. 11, 1954, Daniel Sullivan died after flying off the back of a fire truck in Queens, so 9/11 has ever since had special meaning to his family.	2013-09-10T13:45:58Z	Dying in the Line of Duty on a Sept. 11 Decades Ago 
J. J. Cale, 74, Musician and Songwriter, Dies	Mr. Cale’s blues-inflected rock influenced some of the genre’s biggest names, and his songs were recorded by Eric Clapton and Johnny Cash among others.	2013-07-29T00:00:00Z	J. J. Cale
Jackie Lomax Dies at 69; British Rock Singer Recorded With Members of Beatles	Mr. Lomax, who played with the Undertakers and the Lomax Alliance, never made it as big as his fellow Liverpool rockers, the Beatles, did.	2013-09-20T00:00:00Z	Jackie Lomax Dies at 69; British Rock Singer Recorded With Members of Beatles
Bodies Pour In as Nigeria Hunts for Islamists	The military’s harsh tactics have curtailed militant attacks in the north, a stronghold of Boko Haram, but at a huge cost and with likely repercussions.	2013-05-08T00:00:00Z	Bodies Pour In as Nigeria Hunts for Islamists
Christopher Evan Welch, 48, a Versatile, Busy Actor, Dies	Mr. Welch’s New York debut in “Scapin” led to many roles on New York stages, as well as high-profile film work.	2013-12-06T00:00:00Z	Christopher Evan Welch
A Deep-Water Diver From Brooklyn Dies After Trying for a Record	Nicholas Mevoli was competing at Vertical Blue, a championship event in the sport of free diving, where he was attempting to achieve his second American record.	2013-11-18T00:00:00Z	A Deep-Water Diver From Brooklyn Dies After Trying for a Record
Ronald Shannon Jackson, Composer and Avant-Garde Drummer, Dies at 73	Mr. Jackson, known for his muscular style, led the band Decoding Society.	2013-10-24T00:00:00Z	Ronald Shannon Jackson
Bloomberg Checking In on Fallen Workers’ Families	Mayor Michael R. Bloomberg has been trying to call the family of every police officer, firefighter, sanitation worker or other city employee who died in the line of duty during his tenure.	2013-12-26T00:00:00Z	Bloomberg Checking In on Fallen Workers’ Families
Richard S. Thomas, City Ballet Soloist and Teacher, Dies at 87	Mr. Thomas founded the New York School of Ballet with his wife, Barbara Fallis, and was a mentor to dancers including Eliot Feld.	2013-08-08T00:00:00Z	Richard S. Thomas
Nathan Azrin Dies at 82; Changed the Field of Behavioral Psychology	Dr. Azrin, an author of “The Token Economy,” a foundational text, helped alter the way psychologists approached behavior-modifying techniques.	2013-04-16T00:00:00Z	Nathan Azrin Dies at 82; Changed the Field of Behavioral Psychology
J. David Kuo, 44; Disowned Bush Faith Effort	WASHINGTON &#x2014; J. David Kuo, an evangelical Christian who was a leader in President  George W. Bush &#x2019;s faith initiative but who later became a critic of it, died on Friday. He was 44.&#xa;   &#xa;Mr. Kuo&#x2019;s wife, Kimberly, said the 	2013-04-08T00:00:00Z	J. David Kuo
J. Richard Hackman, an Expert in Team Dynamics, Dies at 72	Dr. Hackman, a professor of psychology, wrote or helped write 10 books on the dynamics of teamwork and effective leadership.	2013-01-27T00:00:00Z	J. Richard Hackman
Deadly Syrian Bomb Strikes Crowded Aleppo Market	At least 21 people were killed at a market as government forces kept up a bombing campaign.	2013-12-29T00:00:00Z	Deadly Syrian Bomb Strikes Crowded Aleppo Market
Edward Hotaling, 75, TV Reporter Who Shed Light on Black History, Is Dead	Mr. Hotaling offered tales about African-American jockeys and a White House built by slaves, and his question in 1988 about race ended the career of Jimmy (the Greek) Snyder at CBS.	2013-06-11T00:00:00Z	Edward Hotaling
Zao Wou-ki, Abstract Painter, Dies at 92	Mr. Zao, a Chinese émigré in Paris who merged Eastern and Western aesthetic traditions, helped to shape avant-garde art in postwar Europe and became a commercially successful artist.	2013-04-22T00:00:00Z	Zao Wou-ki
John Sheardown, Canadian Who Sheltered Americans in Tehran, Dies at 88	Mr. Sheardown, a diplomat, played a consequential role in the “Canadian caper” during the Iran hostage crisis, though his role was unmentioned in the recent movie “Argo.”	2013-01-05T00:00:00Z	John Sheardown
Arthur C. Danto, a Philosopher of Art, Is Dead at 89	An encounter with Andy Warhol’s “Brillo Box” inspired Mr. Danto to link the concepts of art and meaning.	2013-10-28T00:00:00Z	Arthur C. Danto
Julius Chambers, a Fighter for Civil Rights, Dies at 76	Mr. Chambers was a civil rights lawyer who endured firebombings of his house, office and car in winning case after case against racial segregation.	2013-08-07T00:00:00Z	Julius Chambers
John Sheardown, Canadian Who Sheltered Americans in Tehran, Dies at 88	Mr. Sheardown, a diplomat, played a consequential role in the “Canadian caper” during the Iran hostage crisis, though his role was unmentioned in the recent movie “Argo.”	2013-01-05T00:00:00Z	John Sheardown
John Hollander, Poet at Ease With Intellectualism and Wit, Dies at 83	Mr. Hollander branched out with ambitious work after making a name for himself with traditional forms.	2013-08-19T00:00:00Z	John Hollander
Ahmed Fouad Negm, Dissident Poet of Egypt’s Underclass, Dies at 84	Mr. Negm’s fearless and often mocking critiques of power made him a folk hero, but also earned him a total of 18 years in jail.	2013-12-09T00:00:00Z	Ahmed Fouad Negm
Robert Taylor, Who Put Hand Soap in a Bottle, Dies at 77	From Softsoap to the fragrance Obsession by Calvin Klein, Mr. Taylor’s consumer products made their way into millions of homes.	2013-09-12T00:00:00Z	Robert Taylor
Rituparno Ghosh, Bengali Film Director, Dies at 49	The movies made in India by Mr. Ghosh, an unabashed cross-dresser, took on sensitive subjects like divorce, widowhood, homosexuality and gender identity.	2013-06-04T00:00:00Z	Rituparno Ghosh
Parachutist From Olympics Dies in a Jump	Mark Sutton, 42, a stuntman who portrayed James Bond in last year’s opening Olympic ceremony, hit a mountainside in the Alps while wingsuit-flying.	2013-08-16T00:00:00Z	Parachutist From Olympics Dies in a Jump
Jim Barrett Dies; Helped Win Respect for California Wines	Mr. Barrett, the proprietor of Chateau Montelena, shocked the wine world by winning the 1976 Judgment of Paris competition.	2013-03-15T17:33:17Z	Jim Barrett Dies; Helped Win Respect for California Wines
Al Neuharth, News Executive Who Built Gannett and USA Today, Is Dead at 89	Mr. Neuharth’s business model, characterized by stripped-down costs and generous margins, reshaped the industry, tilting the balance between profits and public service.	2013-04-20T00:00:00Z	Al Neuharth
