rec_no,commodity,site_name,company_na,state_loca,county,latitude,longitude,plant_min
4150,"Sand and Gravel","Whitewater #81","Whitewater Building Materials Corp.",Colorado,Mesa,39.13687,-108.7266,M/P
4151,"Sand and Gravel","Whitewater #512","Whitewater Building Materials Corp.",Colorado,Mesa,39.06339,-108.4847,M/P
4152,"Sand and Gravel","18 Road Pit","United Companies Of Mesa County, Inc.",Colorado,Mesa,39.05367,-108.4922,M/P
4153,"Sand and Gravel","Jaws Pit","Parkerson Construction, Inc.",Colorado,Mesa,39.04967,-108.5068,M/P
4154,"Sand and Gravel","Dike Road Pit","United Companies Of Mesa County, Inc.",Colorado,Mesa,39.10467,-108.646,M/P
4155,"Sand and Gravel","Wp 3","Oldcastle Sw Group, Inc.",Colorado,Mesa,39.1024,-108.63397,M/P
4156,"Sand and Gravel","Sand & Gravel Operations","Elam Construction, Inc.",Colorado,Mesa,39.0565,-108.561,M/P
4157,"Sand and Gravel","C R 4","United Companies Of Mesa County, Inc.",Colorado,Mesa,39.1024,-108.63397,M/P
4158,"Sand and Gravel","Craig Pit","Nielsons Skanska, Inc.",Colorado,Montezuma,37.31152,-108.63968,M/P
4159,"Sand and Gravel","Noland Pit","Noland, Inc.",Colorado,Montezuma,37.335,-108.3448,M/P
4160,"Sand and Gravel","Haycamp Pit","Haycamp Gravel, Inc.",Colorado,Montezuma,37.47635,-108.4162,M/P
4161,"Sand and Gravel","High Country Aggregates","Halderson & Sons, Inc.",Colorado,Montrose,38.51617,-107.93594,M/P
4162,"Sand and Gravel","High Country Aggregates Ii","Halderson & Sons, Inc.",Colorado,Montrose,38.53397,-107.8807,M/P
4163,"Sand and Gravel","Barlow Pit","Dorn Ready Mix Corp.",Colorado,Morgan,40.2575,-103.7794,M/P
4164,"Sand and Gravel","Dredging  Operation #3 (Hard Scrabble)","Carder, Inc.",Colorado,Prowers,38.1277,-102.5094,M/P
4165,"Sand and Gravel","Holly Pit","Eastern Colorado Aggregates",Colorado,Prowers,38.0452,-102.1829,M/P
4166,"Sand and Gravel","Dredge #1 & Screening #2 Operations (Carlton Pit)","Carder, Inc.",Colorado,Prowers,38.1042,-102.3875,M/P
4167,"Sand and Gravel","Crushing Operation #5 (Lamar)","Carder, Inc.",Colorado,Prowers,38.1087,-102.6204,M/P
4168,"Sand and Gravel","Pueblo East","Transit Mix Of Pueblo Inc.",Colorado,Pueblo,38.2729,-104.5358,M/P
4169,"Sand and Gravel","Pueblo Pit West","Transit Mix Of Pueblo - West",Colorado,Pueblo,38.25832,-104.69807,M/P
4170,"Sand and Gravel","Sand & Gravel Operations","Colorado Crushing, Inc.",Colorado,Pueblo,38.327,-104.6718,M/P
4171,"Sand and Gravel","Ary Airport Pit","J & J Materials",Colorado,Pueblo,38.3347,-104.826,M/P
4172,"Sand and Gravel","Crushing #2","Colorado Crushing, Inc.",Colorado,Pueblo,38.327,-104.6718,M/P
4173,"Sand and Gravel","Sand & Gravel Operations","Kirkland Construction",Colorado,Pueblo,37.9226,-104.9394,M/P
4174,"Sand and Gravel","Bettger / Hogue River Pit","Duckels Construction, Inc.",Colorado,Routt,40.5525,-106.8364,M/P
4175,"Sand and Gravel","Steamboat South Pit (802)","Lafarge North America, Inc.",Colorado,Routt,40.38367,-106.8352,M/P
4176,"Sand and Gravel","Gardner Pit","General Operating Co., Inc.",Colorado,Routt,40.1502,-106.9063,M/P
4177,"Sand and Gravel","Maryland Creek","L. G. Everist, Inc.",Colorado,Summit,39.65667,-106.0878,M/P
4178,"Sand and Gravel","Fort Lupton","L. G. Everist, Inc.",Colorado,Weld,40.0281,-104.9037,M/P
4179,"Sand and Gravel","Del-Camino Pit #110","Varra Companies, Inc.",Colorado,Weld,40.1845,-104.9372,M/P
4180,"Sand and Gravel","35th Ave Pit (706)","Lafarge North America, Inc.",Colorado,Weld,40.4463,-104.7412,M/P
4181,"Sand and Gravel","Lohman Sand & Gravel Mine","L. G. Everist, Inc.",Colorado,Weld,40.15517,-105.0217,M/P
4182,"Sand and Gravel","Powers Pit (817)","Lafarge North America, Inc.",Colorado,Weld,40.16492,-104.9888,M/P
4183,"Sand and Gravel","Pit #117","Varra Companies, Inc.",Colorado,Weld,40.14634,-105.03287,M/P
4184,"Sand and Gravel","Platte Valley Plant","Aggregate Industries, Inc.",Colorado,Weld,40.02457,-104.81894,M/P
4185,"Sand and Gravel","Cottonwood Pit (411)","Lafarge North America, Inc.",Colorado,Weld,40.1567,-105.0395,M/P
4186,"Sand and Gravel","Hamm Pit (406)","Lafarge North America, Inc.",Colorado,Weld,40.1671,-104.9949,M/P
4187,"Sand and Gravel","Carr Pit","Andesite Rock Co.",Colorado,Weld,40.88933,-104.8608,M/P
4188,"Sand and Gravel","Longmont East Plant","Aggregate Industries, Inc.",Colorado,Weld,40.15462,-105.0217,M/P
4189,"Sand and Gravel","Sand & Gravel Pit","Idaho Creek Gravel Co.",Colorado,Weld,40.1295,-105.0292,M/P
4190,"Sand and Gravel","Feit Pit","Star Ready Mix",Colorado,Weld,40.4444,-104.7376,M/P
4191,"Sand and Gravel","La Poudre Pit","Hall-Irwin Construction Co.",Colorado,Weld,40.4768,-104.9418,M/P
4192,"Sand and Gravel","Greeley West Plant","Aggregate Industries, Inc.",Colorado,Weld,40.44891,-104.81486,M/P
4193,"Sand and Gravel","Baseline Resources","Hall-Irwin Construction Co.",Colorado,Weld,40.3868,-104.6829,M/P
4194,"Sand and Gravel","Firestien Pit","Hall-Irwin Construction Co.",Colorado,Weld,40.4487,-104.8134,M/P
4195,"Sand and Gravel","The Shores","Hall-Irwin Construction Co.",Colorado,Weld,40.3868,-104.6829,M/P
4196,"Sand and Gravel","Pit #115","Varra Companies, Inc.",Colorado,Weld,40.1653,-104.9414,M/P
4197,"Sand and Gravel","Idaho Creek Gravel #11","Idaho Creek Gravel Co.",Colorado,Weld,40.1164,-105.0178,M/P
4198,"Sand and Gravel","Bethel Plant","Bethel Sand & Gravel Co.",Connecticut,Fairfield,41.3803,-73.3981,M/P
4199,"Sand and Gravel","Island Sand & Gravel Pit","Dan Beard, Inc.",Connecticut,Fairfield,41.29698,-73.06966,M/P
4200,"Sand and Gravel","Fairfield Resources Management","Fairfield Resources Management, Inc.",Connecticut,Fairfield,41.4836,-73.4137,M/P
4201,"Sand and Gravel","Stratford Rock","Stratford Rock Llc",Connecticut,Fairfield,41.1697,-73.1571,M/P
4202,"Sand and Gravel","Brickyard Pit","Dunning Sand & Gravel Co., Inc.",Connecticut,Hartford,41.74783,-72.85225,M/P
4203,"Sand and Gravel","Manchester S&G Pit","The Balf Co.",Connecticut,Hartford,41.77844,-72.7663,M/P
4204,"Sand and Gravel","Herbon Avenue Pit & Mill","Macclain Trucking Co.",Connecticut,Hartford,41.70525,-72.49333,M/P
4205,"Sand and Gravel","Grandy Notch Pit","Tilcon Connecticut, Inc.",Connecticut,Hartford,41.99518,-72.77625,M/P
4206,"Sand and Gravel","Rocky Hill Pit","Russo Bros., Inc.",Connecticut,Hartford,41.79175,-72.65169,M/P
4207,"Sand and Gravel","Southington Pit & Plant","Tilcon Tomasso Quarries, Inc.",Connecticut,Hartford,41.7054,-72.7663,M/P
4208,"Sand and Gravel","Scalia Pit & Mill","Scalia Bros.",Connecticut,Hartford,41.67161,-72.97164,M/P
4209,"Sand and Gravel","East Canaan Pit","O'connor Bros., Inc.",Connecticut,Litchfield,42.0114,-73.1711,M/P
4210,"Sand and Gravel","Sand & Gravel Pit","Century Acquisitions, Inc.",Connecticut,Litchfield,42.025,-73.1903,M/P
4211,"Sand and Gravel","Sand & Gravel Operation","Segalla Sand & Gravel, Inc.",Connecticut,Litchfield,42.01608,-73.29267,M/P
4212,"Sand and Gravel","Deep River Plant","Earth Products Co.",Connecticut,Middlesex,41.36297,-72.46528,M/P
4213,"Sand and Gravel","Dorothy C Hay Pit","M. L. & P. Trucking, Llc",Connecticut,Middlesex,41.63166,-72.59883,M/P
4214,"Sand and Gravel","Beacon Falls Wash Plant #2","O & G Industries, Inc.",Connecticut,"New Haven",41.2511,-73.0422,M/P
4215,"Sand and Gravel","Gorman Aggregates Operation","Gorman Aggregates Llc",Connecticut,"New Haven",41.4675,-73.02016,M/P
4216,"Sand and Gravel","Cedar Rapids 1","Sweeney Excavation, Inc.",Connecticut,"New Haven",41.4059,-72.9142,M/P
4217,"Sand and Gravel","Chesterfield Pit","L. H. Bond Sand & Gravel Co.",Connecticut,"New London",41.44092,-72.20244,M/P
4218,"Sand and Gravel","Seymour Gravel Pit & Plant","Adelman Sand & Gravel",Connecticut,"New London",41.5528,-72.1667,M/P
4219,"Sand and Gravel","Montville Gravel Pit","Kobyluck Sand & Gravel, Inc.",Connecticut,"New London",41.47231,-72.17089,M/P
4220,"Sand and Gravel","Przekopski Sand, Gravel & Trucking","Przekopski Sand, Gravel & Trucking",Connecticut,"New London",41.5731,-72.3995,M/P
4221,"Sand and Gravel","Griswold Sand & Gravel Pit","Tilcon Connecticut, Inc.",Connecticut,"New London",41.556,-71.88298,M/P
4222,"Sand and Gravel","De Siato Pit","Desiato Sand & Gravel Corp.",Connecticut,Tolland,41.79008,-72.28075,M/P
4223,"Sand and Gravel","Route 32 Plant","Becker Construction Co.",Connecticut,Tolland,41.87736,-72.27508,M/P
4224,"Sand and Gravel","Crushing Plant","Herb Holden Trucking, Inc.",Connecticut,Tolland,41.86135,-72.27645,M/P
4225,"Sand and Gravel","Danielson Pit","Ernest Joly & Sons Sand & Gravel, Inc.",Connecticut,Windham,41.76517,-71.90567,M/P
4226,"Sand and Gravel","Sand & Gravel Operation","Rawson Materials, Inc.",Connecticut,Windham,41.9295,-71.82697,M/P
4227,"Sand and Gravel","Plain Road Pit","Windham Sand & Stone, Inc.",Connecticut,Windham,41.70414,-72.18578,M/P
4228,"Sand and Gravel","Hain Sand & Gravel","Hain Materials Corp.",Connecticut,Windham,41.69114,-72.16922,M/P
4229,"Sand and Gravel","Plant 2","Rawson Materials, Inc.",Connecticut,Windham,41.88808,-71.82689,M/P
4230,"Sand and Gravel","Barnes Concrete Operation","Barnes Sand & Gravel, Inc.",Connecticut,Windham,41.8999,-71.8059,M/P
4231,"Sand and Gravel","P-3 Quaddick Plant","Rawson Materials, Inc.",Connecticut,Windham,41.92992,-71.82689,M/P
4232,"Sand and Gravel","Brooklyn Sand & Gravel Plant","Jolley Concrete & Block, Inc.",Connecticut,Windham,41.99492,-71.80964,M/P
4233,"Sand and Gravel","Hopkins Sand & Gravel Pit","Hopkins Sand & Gravel, Inc.",Connecticut,Windham,41.88553,-71.81351,M/P
4234,"Sand and Gravel",Plainfield,"Rawson Materials, Inc.",Connecticut,Windham,41.9278,-71.8297,M/P
4235,"Sand and Gravel","Plant #425","Tilcon Delaware, Inc.",Delaware,Kent,39.11195,-75.46937,M/P
4236,"Sand and Gravel","Plant #420","Tilcon Delaware, Inc.",Delaware,Kent,39.1643,-75.47822,M/P
4237,"Sand and Gravel","River Road Pit","Bears Materials, Llc",Delaware,"New Castle",39.6303,-75.6277,M/P
4238,"Sand and Gravel","Burris Pit","Contractors Materials Llc",Delaware,"New Castle",39.46932,-75.67245,M/P
4239,"Sand and Gravel","Sand & Gravel Operation","M. L. Joseph Sand & Gravel Co., Inc.",Delaware,Sussex,38.63347,-75.358,M/P
4240,"Sand and Gravel","David G. Horsey & Sons","David G Horsey & Sons Trucking, Inc.",Delaware,Sussex,38.61303,-75.4715,M/P
4241,"Sand and Gravel","Dees Mine","Roberts Sand Co., Inc.",Florida,Calhoun,30.4469,-85.0286,M/P
4242,"Sand and Gravel","Handy Phil Pit","Handy Phil, Inc.",Florida,Charlotte,26.90875,-82.3136,M/P
4243,"Sand and Gravel","Keystone Sand Plant","Florida Rock Industries, Inc.",Florida,Clay,29.825,-81.9711,M/P
4244,"Sand and Gravel","Pit #6","Clark Site Contractors, Inc.",Florida,Escambia,30.498,-87.2816,M/P
4245,"Sand and Gravel","Barth Pit","Couch Ready Mix",Florida,Escambia,30.7346,-87.3228,M/P
4246,"Sand and Gravel","Rolling Hills","Sand & Dirt, Inc.",Florida,Escambia,30.4447,-87.227,M/P
4247,"Sand and Gravel","Chattahoochee River Plant (#488)","Martin Marietta Aggregates",Florida,Gadsden,30.68559,-84.8557,M/P
4248,"Sand and Gravel","Sadberry Mine","Roberts Sand Co., Inc.",Florida,Gadsden,30.43469,-84.41354,M/P
4249,"Sand and Gravel","Crowder Sand Processing Plant","Jimmie Crowder Excavating & Land Co.",Florida,Gadsden,30.45432,-84.40871,M/P
4250,"Sand and Gravel","Witherspoon Sand Plant","Florida Rock Industries, Inc.",Florida,Glades,26.8208,-81.3006,M/P
4251,"Sand and Gravel","Ortona Mine & Plant","E. R. Jahna Industries, Inc.",Florida,Glades,26.8128,-81.3158,M/P
4252,"Sand and Gravel","Palmdale Sand","Rinker Materials Corp.",Florida,Glades,26.96318,-81.29816,M/P
4253,"Sand and Gravel","Brooksville Cement Plant","Cemex, Inc.",Florida,Hernando,28.6044,-82.3501,M/P
4254,"Sand and Gravel","Clermont East Mine","E. R. Jahna Industries, Inc.",Florida,Lake,28.5361,-81.6928,M/P
4255,"Sand and Gravel","Astatula Pit","Florida Rock Industries, Inc.",Florida,Lake,28.7411,-81.7269,M/P
4256,"Sand and Gravel","Center Sand Mine","Titan America, Inc.",Florida,Lake,28.5047,-81.7022,M/P
4257,"Sand and Gravel","Lake Sand Plant","Florida Rock Industries, Inc.",Florida,Lake,28.38246,-81.7486,M/P
4258,"Sand and Gravel","Independent Mine","E. R. Jahna Industries, Inc.",Florida,Lake,28.54263,-81.6992,M/P
4259,"Sand and Gravel","Tulley Sand","Florida Crushed Stone Co.",Florida,Lake,28.5211,-81.6844,M/P
4260,"Sand and Gravel","Central Sand 474","Rinker Materials Corp.",Florida,Lake,28.39649,-81.7666,M/P
4261,"Sand and Gravel","Marion Sand Mine","Florida Rock Industries, Inc.",Florida,Marion,28.9827,-81.7321,M/P
4262,"Sand and Gravel","Weirsdale Sand Mine","Florida Rock Industries, Inc.",Florida,Marion,28.98153,-81.862,M/P
4263,"Sand and Gravel","Pit #1","Phil Dirt Industries, Inc.",Florida,Okaloosa,30.7978,-86.5795,M/P
4264,"Sand and Gravel","John's Pit","Boynton Sand & Gravel, Inc.",Florida,"Palm Beach",26.5584,-80.2072,M/P
4265,"Sand and Gravel","United Dredging Corp. Operation","United Dredging Corp.",Florida,"Palm Beach",26.4537,-80.2129,M/P
4266,"Sand and Gravel","Mecca-Ryan Operation","Mecca-Ryan, L. C.",Florida,"Palm Beach",26.8129,-80.2935,M/P
4267,"Sand and Gravel","Lox Road Quarry","Ryan Sales & Service",Florida,"Palm Beach",26.33232,-80.2171,M/P
4268,"Sand and Gravel","Lake Wales Sand Plant","Florida Rock Industries, Inc.",Florida,Polk,27.9069,-81.5453,M/P
4269,"Sand and Gravel","Haines City Mine","E. R. Jahna Industries, Inc.",Florida,Polk,28.0869,-81.5794,M/P
4270,"Sand and Gravel","Polk Sand Plant (#585)","Vulcan Materials Co.",Florida,Polk,28.3162,-81.77459,M/P
4271,"Sand and Gravel","Lake Wales Sand","Rinker Materials Corp.",Florida,Polk,27.9011,-81.5062,M/P
4272,"Sand and Gravel","Davenport Sand","Rinker Materials Corp.",Florida,Polk,28.1539,-81.6073,M/P
4273,"Sand and Gravel","Gator Sand","Rinker Materials Corp.",Florida,Polk,28.2541,-81.6591,M/P
4274,"Sand and Gravel","Keuka Pit","Florida Rock Industries, Inc.",Florida,Putnam,29.5975,-81.9158,M/P
4275,"Sand and Gravel","Grandin Sand","Florida Rock Industries, Inc.",Florida,Putnam,29.7107,-81.9924,M/P
4276,"Sand and Gravel","St. Lucie Mine","Eddie Huggins Landgrading Co.",Florida,"Saint Lucie",27.24219,-80.4084,M/P
4277,"Sand and Gravel","Rowan Construction Operation","Rowan Construction Equipment, Inc.",Florida,"Saint Lucie",26.26949,-80.16273,M/P
4278,"Sand and Gravel","Capron Trails Mine","Dickerson Of Florida, Inc.",Florida,"Saint Lucie",27.16544,-80.22075,M/P
4279,"Sand and Gravel","Navarre Mine","Clark Site Contractors, Inc.",Florida,"Santa Rosa",30.44831,-86.8747,M/P
4280,"Sand and Gravel","River Road Pit","Holley Dirt Co.",Florida,"Santa Rosa",30.4572,-86.8666,M/P
4281,"Sand and Gravel","Sand & Gravel Operations","Smr Aggregates, Inc.",Florida,Sarasota,27.3666,-82.4177,M/P
4282,"Sand and Gravel","Taylor Ranch Operation","Taylor Ranch, Inc.",Florida,Sarasota,27.04199,-82.327,M/P
4283,"Sand and Gravel","Field Pit","Apac, Inc.",Florida,Sarasota,27.3673,-82.5418,M/P
4284,"Sand and Gravel","Mossy Head Pit","Diamond Sand Co.",Florida,Walton,30.7386,-86.3842,M/P
4285,"Sand and Gravel","Red Bay Plant","Red Bay Sand Co., Inc.",Florida,Walton,30.58007,-85.9806,M/P
4286,"Sand and Gravel","Sikes Sand Pit","Sikes Pipe Co.",Florida,Washington,30.44441,-85.6979,M/P
4287,"Sand and Gravel","M & W Mine","Standard Sand & Silica Co.",Georgia,Baldwin,32.9392,-83.3281,M/P
4288,"Sand and Gravel","River Bend Dredge","River Bend Sand Co.",Georgia,Berrien,31.31066,-83.06733,M/P
4289,"Sand and Gravel","Warner Robins Pit","Cornell Young Co.",Georgia,Bibb,32.7024,-83.6409,M/P
4290,"Sand and Gravel","Franklinton Pit","Cornell Young Co.",Georgia,Bibb,32.80914,-83.53985,M/P
4291,"Sand and Gravel","Hortense Sand Mine","East Coast Aggregates, Inc.",Georgia,Brantley,31.3275,-81.9726,M/P
4292,"Sand and Gravel","Blankenship Dredge","Blankenship Sand Co.",Georgia,Cherokee,34.23722,-84.49632,M/P
4293,"Sand and Gravel","Scruggs Sand Plant","Scruggs Concrete, Inc.",Georgia,Cook,31.06764,-83.55092,M/P
4294,"Sand and Gravel","Rollo Pit","Atlanta Sand & Supply Co., Inc.",Georgia,Crawford,32.6383,-83.9867,M/P
4295,"Sand and Gravel","Bainbridge Sand Mine","Florida Rock Industries, Inc.",Georgia,Decatur,30.9443,-84.5698,M/P
4296,"Sand and Gravel","Albany Sand Plant","Florida Rock Industries, Inc.",Georgia,Dougherty,31.5294,-84.1519,M/P
4297,"Sand and Gravel","Mayday Sand Mine","Rountree Construction Co., Inc.",Georgia,Echols,30.82157,-83.02442,M/P
4298,"Sand and Gravel","Murray Pit","C B Sand Co.",Georgia,Effingham,32.2541,-81.3964,M/P
4299,"Sand and Gravel","Eden Pit","Coastal Sands, Inc.",Georgia,Effingham,32.14567,-81.39375,M/P
4300,"Sand and Gravel","Evans Sand Mine","Evans Concrete, Llc",Georgia,Evans,32.2673,-81.9584,M/P
4301,"Sand and Gravel","Buckhorn Sand Plant","Buckhorn Sand & Gravel",Georgia,Forsyth,34.2753,-84.0488,M/P
4302,"Sand and Gravel","Sand Rock Transit (#296)","Martin Marietta Aggregates",Georgia,Fulton,33.78676,-84.4153,M/P
4303,"Sand and Gravel","Watkinsville Mine","L. C. Curtis & Son, Inc.",Georgia,Greene,33.7278,-83.31,M/P
4304,"Sand and Gravel","Monticello Plant","The Feldspar Corp.",Georgia,Jasper,33.25083,-83.6845,M/P
4305,"Sand and Gravel","Leesburg Sand Plant","Florida Rock Industries, Inc.",Georgia,Lee,31.73308,-84.223,M/P
4306,"Sand and Gravel","Union Sand Mine","Rinker Materials Southern Aggregates",Georgia,Long,31.67382,-81.81393,M/P
4307,"Sand and Gravel","Forest Pond","Satilla Mining Co, Inc.",Georgia,Long,31.67303,-81.80273,M/P
4308,"Sand and Gravel","Montgomery Sand Mine","Rinker Materials Corp.",Georgia,Montgomery,32.19583,-82.6175,M/P
4309,"Sand and Gravel","Newton Cty Dredge","Hamilton Construction, Inc.",Georgia,Newton,33.53831,-83.97853,M/P
4310,"Sand and Gravel","Augusta Sand Mine","Rinker Materials Southern Aggregates",Georgia,Richmond,33.38505,-81.99525,M/P
4311,"Sand and Gravel","Junction City Mine","Brown Bros. Sand Co.",Georgia,Talbot,32.5744,-84.4314,M/P
4312,"Sand and Gravel","Butler Mine","Butler Sand Co.",Georgia,Taylor,32.57806,-84.24162,M/P
4313,"Sand and Gravel","Avant Mine","Georgia Industrial Minerals, Inc.",Georgia,Washington,33.05083,-82.95633,M/P
4314,"Sand and Gravel","Puunene Pit","Hawaiian Cement",Hawaii,Maui,20.84001,-156.46412,M/P
4315,"Sand and Gravel","Joplin Screening Plant","Consolidated Concrete Co.",Idaho,Ada,43.6687,-116.3244,M/P
4316,"Sand and Gravel","Black Cat Pit","C. Wright Construction Co., Inc.",Idaho,Ada,43.58833,-116.44819,M/P
4317,"Sand and Gravel","Dalrymple Pit","Boise Valley Gravel Co.",Idaho,Ada,43.57,-116.1667,M/P
4318,"Sand and Gravel","Sand & Gravel Operations","Rock Contractors, Inc.",Idaho,Ada,43.68328,-116.32242,M/P
4319,"Sand and Gravel","Ada Sand & Gravel","Wheeler Excavation & Trucking Co.",Idaho,Ada,43.57069,-116.25917,M/P
4320,"Sand and Gravel","Star Pit","Low's Ready Mix, Inc.",Idaho,Ada,43.6841,-116.321,M/P
4321,"Sand and Gravel","Sand & Gravel Operations","Turner Sand & Gravel, Inc.",Idaho,Ada,43.43375,-116.26686,M/P
4322,"Sand and Gravel","Sand & Gravel Pit","Summit Stone, Inc.",Idaho,Ada,43.6879,-116.4137,M/P
4323,"Sand and Gravel","Sand & Gravel Pit","Quality Sand & Gravel",Idaho,Ada,43.6155,-116.3914,M/P
4324,"Sand and Gravel","Sand & Gravel Operations","Central Paving Co., Inc.",Idaho,Ada,43.5572,-116.1734,M/P
4325,"Sand and Gravel","Dingle Pit","Jack B. Parsons Co., Inc.",Idaho,"Bear Lake",42.25026,-111.27396,M/P
4326,"Sand and Gravel","Horrocks Ready Mix Plant","Pocatello Ready Mix, Inc.",Idaho,Bingham,43.1911,-112.3712,M/P
4327,"Sand and Gravel","Walker Pit","Walker Sand & Gravel Ltd",Idaho,Blaine,43.3914,-114.2569,M/P
4328,"Sand and Gravel","Anderson Asphalt Paving Pit","Anderson Asphalt Paving",Idaho,Blaine,43.42192,-114.25522,M/P
